ST_CODE,PC_CODE,STATE,PC,NO,NAME,PARTY
S24,57,UTTAR PRADESH,KAISERGANJ,3,MUKESH SRIVASTAV ALIAS GYANENDRA PRATAP,Indian National Congress
S24,57,UTTAR PRADESH,KAISERGANJ,4,VINOD KUMAR ALIAS  PANDIT SINGH,Samajwadi Party
S24,57,UTTAR PRADESH,KAISERGANJ,5,GOVIND PRASAD,Samyak Parivartan Party
S24,57,UTTAR PRADESH,KAISERGANJ,6,CHAMAN LAL KASAUNDHAN,Lok Dal
S24,57,UTTAR PRADESH,KAISERGANJ,7,NIRHU,Communist Party of India (Marxist-Leninist) Red Star
S24,57,UTTAR PRADESH,KAISERGANJ,8,NIHALUDDIN AHAMAD,All India Peoples' Front (Radical)
S24,57,UTTAR PRADESH,KAISERGANJ,9,RIZWAN AHMAD,Aam Aadmi Party
S24,57,UTTAR PRADESH,KAISERGANJ,10,JAMEER AHMAD,Independent
S24,57,UTTAR PRADESH,KAISERGANJ,11,NISHANT KANCHAN,Independent
S24,57,UTTAR PRADESH,KAISERGANJ,12,PRAHLAD  NATH MISHRA,Independent
S24,57,UTTAR PRADESH,KAISERGANJ,13,MUNNI,Independent
S24,57,UTTAR PRADESH,KAISERGANJ,14,RAMPHER  ALIAS  CHUNTI,Independent
S24,58,UTTAR PRADESH,SHRAWASTI,1,RIZWAN ZAHEER,Peace Party
S24,58,UTTAR PRADESH,SHRAWASTI,2,LAL JI VERMA,Bahujan Samaj Party
S24,58,UTTAR PRADESH,SHRAWASTI,3,RATNESH,Aam Aadmi Party
S24,58,UTTAR PRADESH,SHRAWASTI,4,VINAY KUMAR PANDEY 'VINNU',Indian National Congress
S24,58,UTTAR PRADESH,SHRAWASTI,5,RAM SUDHI,Jan Shakti Ekta Party
S24,58,UTTAR PRADESH,SHRAWASTI,6,DADDAN MISHRA,Bharatiya Janata Party
S24,58,UTTAR PRADESH,SHRAWASTI,7,ARJUN YADAV,Independent
S24,58,UTTAR PRADESH,SHRAWASTI,8,RAM ADHAR,Independent
S24,58,UTTAR PRADESH,SHRAWASTI,9,ATIQ AHMAD,Samajwadi Party
S24,58,UTTAR PRADESH,SHRAWASTI,10,VIJAY KUMAR,Independent
S24,58,UTTAR PRADESH,SHRAWASTI,11,ARUN KUMAR,Independent
S24,58,UTTAR PRADESH,SHRAWASTI,12,TEJ BAHADUR,Independent
S24,58,UTTAR PRADESH,SHRAWASTI,17,SAXEN,Samyak Parivartan Party
S24,58,UTTAR PRADESH,SHRAWASTI,18,PRAKSH CHANDRA MISHRA,Jan Sevak Party
S24,59,UTTAR PRADESH,GONDA,1,AKBAR AHMAD DUMPY,Bahujan Samaj Party
S24,59,UTTAR PRADESH,GONDA,2,OM PRAKASH,Communist Party of India
S24,59,UTTAR PRADESH,GONDA,3,KIRTI VARDHAN SINGH,Bharatiya Janata Party
S24,59,UTTAR PRADESH,GONDA,4,NANDITA SHUKLA,Samajwadi Party
S24,59,UTTAR PRADESH,GONDA,5,BENI PRASAD VERMA,Indian National Congress
S24,59,UTTAR PRADESH,GONDA,6,AJAY  KUMAR  PRABHAKAR,Bahujan Mukti Party
S24,59,UTTAR PRADESH,GONDA,7,PREM KUMAR,Most Backward Classes Of India
S24,59,UTTAR PRADESH,GONDA,8,MASOOD ALAM KHAN,Peace Party
S24,59,UTTAR PRADESH,GONDA,9,MAHESH KUMAR,Janvadi Party(Socialist)
S24,59,UTTAR PRADESH,GONDA,10,MASHOOQ AHMAD,Aam Aadmi Party
S24,59,UTTAR PRADESH,GONDA,11,RAJENDRA PRASAD,Samyak Parivartan Party
S24,59,UTTAR PRADESH,GONDA,12,RAJESH  KUMAR  MAURYA,Socialist Party (India)
S24,59,UTTAR PRADESH,GONDA,13,SATYA PRAKASH,Shivsena
S24,59,UTTAR PRADESH,GONDA,14,TILAK RAM,Independent
S24,59,UTTAR PRADESH,GONDA,15,BRIJNANDAN TIWARI,Independent
S24,60,UTTAR PRADESH,DOMARIAGANJ,1,JAGDAMBIKA PAL,Bharatiya Janata Party
S24,60,UTTAR PRADESH,DOMARIAGANJ,2,MATA PRASAD PANDEY,Samajwadi Party
S24,60,UTTAR PRADESH,DOMARIAGANJ,3,DR. SATYENDRA  NATH PANDEY,Aam Janata Party
S24,60,UTTAR PRADESH,DOMARIAGANJ,4,DR. MOHD. AYUB,Peace Party
S24,60,UTTAR PRADESH,DOMARIAGANJ,5,RAVINDRA,Bharatiya Ravidas Party
S24,60,UTTAR PRADESH,DOMARIAGANJ,6,DIWAKAR PRASAD,Independent
S24,60,UTTAR PRADESH,DOMARIAGANJ,7,ARJUN SINGH,Bahujan Mukti Party
S24,60,UTTAR PRADESH,DOMARIAGANJ,8,SANTRAM,Bharatiya Rashtriya Bahujan Samaj Vikas Party
S24,60,UTTAR PRADESH,DOMARIAGANJ,9,MUHAMMAD MUQEEM,Bahujan Samaj Party
S24,60,UTTAR PRADESH,DOMARIAGANJ,10,MUKESH NARAYAN SHUKLA URF GYANESH NARAYAN SHUKLA,Independent
S24,60,UTTAR PRADESH,DOMARIAGANJ,11,VASUNDHARA,Indian National Congress
S24,60,UTTAR PRADESH,DOMARIAGANJ,12,HAMIDULLAH CHAUDHARY,Nationalist Congress Party
S24,60,UTTAR PRADESH,DOMARIAGANJ,13,PINGLE PRASAD,Swaraj (J)
S24,60,UTTAR PRADESH,DOMARIAGANJ,14,VINAY KUMAR PANDEY,Independent
S24,60,UTTAR PRADESH,DOMARIAGANJ,15,MANOJ KUMAR,Suheldev Bhartiya Samaj Party
S24,60,UTTAR PRADESH,DOMARIAGANJ,16,BADRE ALAM,Aam Aadmi Party
S24,60,UTTAR PRADESH,DOMARIAGANJ,17,DINESH CHAND,Independent
S24,60,UTTAR PRADESH,DOMARIAGANJ,18,RAM UGRAH,Independent
S24,60,UTTAR PRADESH,DOMARIAGANJ,19,KALI RAM,Independent
S24,60,UTTAR PRADESH,DOMARIAGANJ,20,RAVI KUMAR,Samyak Parivartan Party
S24,60,UTTAR PRADESH,DOMARIAGANJ,21,DHRUNARAYAN PANDEY,Independent
S24,61,UTTAR PRADESH,BASTI,1,AMBIKA SINGH,Indian National Congress
S24,61,UTTAR PRADESH,BASTI,2,"BRIJ KISHOR SINGH ""DIMPAL""",Samajwadi Party
S24,61,UTTAR PRADESH,BASTI,3,RAM PRASAD CHAUDHARY,Bahujan Samaj Party
S24,61,UTTAR PRADESH,BASTI,4,HARISH CHANDRA  ALIAS  HARISH DWIVEDI,Bharatiya Janata Party
S24,61,UTTAR PRADESH,BASTI,5,ANAND RAJPAL,Aam Aadmi Party
S24,61,UTTAR PRADESH,BASTI,6,PURUSHOTTAM PANDEY,Peace Party
S24,61,UTTAR PRADESH,BASTI,7,BHAGWANDAS,Bahujan Sangharsh Party (Kanshiram)
S24,61,UTTAR PRADESH,BASTI,8,RAM KARAN ALIAS R.K. GAUTAM,Bahujan Mukti Party
S24,61,UTTAR PRADESH,BASTI,9,SHIVPOOJAN RAJBHAR,Suheldev Bhartiya Samaj Party
S24,61,UTTAR PRADESH,BASTI,10,SITA RAM,Janvadi Party(Socialist)
S24,61,UTTAR PRADESH,BASTI,11,ARUN KUMAR,Independent
S24,61,UTTAR PRADESH,BASTI,12,KRISHNA  KUMAR UPADHYAY ADVOCATE,Independent
S24,61,UTTAR PRADESH,BASTI,13,RAM SHANKAR GUPTA,Independent
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,1,BHAL CHANDRA YADAV,Samajwadi Party
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,2,BHISHMSHANKAR,Bahujan Samaj Party
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,3,ROHIT PANDEY,Indian National Congress
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,4,SHARAD,Bharatiya Janata Party
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,5,AAFTAB ALAM KHAN,Aam Aadmi Party
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,6,JANTRI LAL CHAUHAN,Janvadi Party(Socialist)
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,7,JYOTI SINGH,Bahujan Sangharsh Party (Kanshiram)
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,8,PREM PRAKASH,Indian Peace Party
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,9,BABULAL,Suheldev Bhartiya Samaj Party
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,10,MOHAMMAD ALI,Parcham Party of India
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,11,RAVIKANT,Most Backward Classes Of India
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,12,RAJMANI,Bahujan Mukti Party
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,13,RAJARAM,Peace Party
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,14,RAJENDRA,Rashtriya Janwadi Party (Krantikari)
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,15,LOTAN,Shoshit Samaj Dal
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,16,SHABBIR HUSEN,Jai Hind Samaj Party
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,17,APARNA,Independent
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,18,AMIT,Independent
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,19,KRIPA NARAYAN RAI,Independent
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,20,KAILAS NATH  BELDAR,Independent
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,21,JAINTRI PRASAD,Independent
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,22,MOHAMMAD IRFAN,Independent
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,23,SHYAM LAL,Independent
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,24,SUBODH CHANDRA,Independent
S24,62,UTTAR PRADESH,SANT KABIR NAGAR,25,SURENDRA KUMAR CHAUDHARY,Independent
S24,63,UTTAR PRADESH,MAHARAJGANJ,1,HARSHVARDHAN,Indian National Congress
S24,63,UTTAR PRADESH,MAHARAJGANJ,2,HARSHVARDHAN,Indian National Congress
S24,63,UTTAR PRADESH,MAHARAJGANJ,3,ANIL KUMAR SHAHANI,Independent
S24,63,UTTAR PRADESH,MAHARAJGANJ,4,ARAT KHARVAR,Bahujan Mukti Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,5,KASHINATH,Bahujan Samaj Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,6,KASHINATH,Bahujan Samaj Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,7,KASHINATH,Bahujan Samaj Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,8,MUMMATAJ,Peace Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,9,MANGAL LAL,Lok Dal
S24,63,UTTAR PRADESH,MAHARAJGANJ,10,RAKESH,Independent
S24,63,UTTAR PRADESH,MAHARAJGANJ,11,PANKAJ,Bharatiya Janata Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,12,PANKAJ,Bharatiya Janata Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,13,PANKAJ,Bharatiya Janata Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,14,AKHILESH KUMAR,Apna Dal United Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,15,AKHILESH,Samajwadi Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,16,KAVILAS,Suheldev Bhartiya Samaj Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,18,VIMLESH TRIPATHI,Naitik Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,19,PASHUPATI NATH GUPTA,Aam Aadmi Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,20,PASHUPATI NATH GUPTA,Aam Aadmi Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,21,DAYA RAM NISHAD,Independent
S24,63,UTTAR PRADESH,MAHARAJGANJ,22,AKHILESH,Samajwadi Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,23,AKHILESH,Samajwadi Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,24,DINANATH,Independent
S24,63,UTTAR PRADESH,MAHARAJGANJ,25,RAM SAMUJH,Swaraj (J)
S24,63,UTTAR PRADESH,MAHARAJGANJ,26,GOVIND DAS,Independent
S24,63,UTTAR PRADESH,MAHARAJGANJ,27,DINESH KUMAR,Independent
S24,63,UTTAR PRADESH,MAHARAJGANJ,28,SHIVCHARAN,Jai Hind Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,29,RAKESH KUMAR GUPTA,Independent
S24,63,UTTAR PRADESH,MAHARAJGANJ,30,RADHEY SHYAM,Most Backward Classes Of India
S24,63,UTTAR PRADESH,MAHARAJGANJ,31,AJAYDHAR,Independent
S24,63,UTTAR PRADESH,MAHARAJGANJ,32,PANKAJ,Bharatiya Janata Party
S24,63,UTTAR PRADESH,MAHARAJGANJ,33,TEJ PRATAP,Independent
S24,64,UTTAR PRADESH,GORAKHPUR,1,RAJMATI,Samajwadi Party
S24,64,UTTAR PRADESH,GORAKHPUR,2,RAJMATI,Samajwadi Party
S24,64,UTTAR PRADESH,GORAKHPUR,3,RAJMATI,Samajwadi Party
S24,64,UTTAR PRADESH,GORAKHPUR,4,MUNNA,Swarajya Party Of India
S24,64,UTTAR PRADESH,GORAKHPUR,5,MUNNA,Swarajya Party Of India
S24,64,UTTAR PRADESH,GORAKHPUR,6,RAJESH,Communist Party of India  (Marxist-Leninist)  (Liberation)
S24,64,UTTAR PRADESH,GORAKHPUR,7,RAJESH,Communist Party of India  (Marxist-Leninist)  (Liberation)
S24,64,UTTAR PRADESH,GORAKHPUR,8,RADHEYMOHAN MISHRA,Aam Aadmi Party
S24,64,UTTAR PRADESH,GORAKHPUR,9,RAMBHUAL,Bahujan Samaj Party
S24,64,UTTAR PRADESH,GORAKHPUR,10,RAMBHUAL,Bahujan Samaj Party
S24,64,UTTAR PRADESH,GORAKHPUR,11,RAMBHUAL,Bahujan Samaj Party
S24,64,UTTAR PRADESH,GORAKHPUR,12,RAMBHUAL,Bahujan Samaj Party
S24,64,UTTAR PRADESH,GORAKHPUR,13,ACHE LAL,Independent
S24,64,UTTAR PRADESH,GORAKHPUR,14,ADITYANATH,Bharatiya Janata Party
S24,64,UTTAR PRADESH,GORAKHPUR,15,ADITYANATH,Bharatiya Janata Party
S24,64,UTTAR PRADESH,GORAKHPUR,16,ADITYANATH,Bharatiya Janata Party
S24,64,UTTAR PRADESH,GORAKHPUR,17,ADITYANATH,Bharatiya Janata Party
S24,64,UTTAR PRADESH,GORAKHPUR,18,ASHTABHUJA,Indian National Congress
S24,64,UTTAR PRADESH,GORAKHPUR,19,ASHTABHUJA,Indian National Congress
S24,64,UTTAR PRADESH,GORAKHPUR,20,FAIZ AHAMAD,Peace Party
S24,64,UTTAR PRADESH,GORAKHPUR,21,SUBASH KUMAR MAURYA,Rashtriya Janwadi Party (Krantikari)
S24,64,UTTAR PRADESH,GORAKHPUR,22,SUBASH KUMAR MAURYA,Rashtriya Janwadi Party (Krantikari)
S24,64,UTTAR PRADESH,GORAKHPUR,23,NIRANJAN PRASAD,Republican Party of India
S24,64,UTTAR PRADESH,GORAKHPUR,24,INDRADEV,Bhartiya Shakti Chetna Party
S24,64,UTTAR PRADESH,GORAKHPUR,25,RAMKISHUN,Independent
S24,64,UTTAR PRADESH,GORAKHPUR,26,MOHD. WASIM KHAN,Bahujan Mukti Party
S24,64,UTTAR PRADESH,GORAKHPUR,27,RAMKISHUN,Lok Dal
S24,64,UTTAR PRADESH,GORAKHPUR,28,RAJIT MISHRA,Naitik Party
S24,64,UTTAR PRADESH,GORAKHPUR,29,HARIRAM,Rashtriya Apna Dal
S24,64,UTTAR PRADESH,GORAKHPUR,30,ASHOK,Independent
S24,65,UTTAR PRADESH,KUSHI NAGAR,1,AMEERUDDIN,Apna Dal United Party
S24,65,UTTAR PRADESH,KUSHI NAGAR,2,RAJESH PANDEY URF GUDDU,Bharatiya Janata Party
S24,65,UTTAR PRADESH,KUSHI NAGAR,3,AKHAND,Aam Aadmi Party
S24,65,UTTAR PRADESH,KUSHI NAGAR,4,MARKANDE,Bahujan Mukti Party
S24,65,UTTAR PRADESH,KUSHI NAGAR,5,RADHE SHYAM SINGH,Samajwadi Party
S24,65,UTTAR PRADESH,KUSHI NAGAR,6,KASHEEM ALI,Peace Party
S24,65,UTTAR PRADESH,KUSHI NAGAR,7,ARVIND,Swaraj (J)
S24,65,UTTAR PRADESH,KUSHI NAGAR,8,KUNWAR RATANJIT PRATAP NARAIN SINGH,Indian National Congress
S24,65,UTTAR PRADESH,KUSHI NAGAR,9,ANIL,Independent
S24,65,UTTAR PRADESH,KUSHI NAGAR,10,RAMPRATAP,Janata Dal  (United)
S24,65,UTTAR PRADESH,KUSHI NAGAR,11,GOBARDHAN PRASAD,Socialist Party (India)
S24,65,UTTAR PRADESH,KUSHI NAGAR,12,RAJENDRA PRASAD,Adarsh Rashtriya Vikas Party
S24,65,UTTAR PRADESH,KUSHI NAGAR,13,DR. SANGAM MISHRA,Bahujan Samaj Party
S24,65,UTTAR PRADESH,KUSHI NAGAR,14,BACHCHOOLAAL,Most Backward Classes Of India
S24,65,UTTAR PRADESH,KUSHI NAGAR,15,MUSTAK,Independent
S24,65,UTTAR PRADESH,KUSHI NAGAR,16,RAMDHANEE,Deshbhakt Nirman Party
S24,65,UTTAR PRADESH,KUSHI NAGAR,17,RAMLAKHAN,Independent
S24,65,UTTAR PRADESH,KUSHI NAGAR,18,TILAK,Independent
S24,65,UTTAR PRADESH,KUSHI NAGAR,19,JAHID,Suheldev Bhartiya Samaj Party
S24,66,UTTAR PRADESH,DEORIA,1,SUBASH YADAV,Samajwadi Samaj Party
S24,66,UTTAR PRADESH,DEORIA,2,AROON KUMAR TRIPATHI,Aam Aadmi Party
S24,66,UTTAR PRADESH,DEORIA,3,BARKHA KINNAR,Independent
S24,66,UTTAR PRADESH,DEORIA,4,PAVHARI,Bhartiya Shakti Chetna Party
S24,66,UTTAR PRADESH,DEORIA,5,HEMANT KISHOR SRIVASTAVA,Independent
S24,66,UTTAR PRADESH,DEORIA,6,VED PRAKASH MALL,Janata Dal  (United)
S24,66,UTTAR PRADESH,DEORIA,7,KALRAJ MISHRA,Bharatiya Janata Party
S24,66,UTTAR PRADESH,DEORIA,8,VIJAY JUAATHA,Independent
S24,66,UTTAR PRADESH,DEORIA,9,UMESH,Suheldev Bhartiya Samaj Party
S24,66,UTTAR PRADESH,DEORIA,10,BALESHWAR YADAV,Samajwadi Party
S24,66,UTTAR PRADESH,DEORIA,11,RAJU,Moderate Party
S24,66,UTTAR PRADESH,DEORIA,12,SHYAM SUNDAR,Peace Party
S24,66,UTTAR PRADESH,DEORIA,13,NIYAJ AHMAD,Bahujan Samaj Party
S24,66,UTTAR PRADESH,DEORIA,14,SABHA KUNWAR,Indian National Congress
S24,66,UTTAR PRADESH,DEORIA,15,RAM PRAVESH,Bharatiya Ekta Dal
S24,66,UTTAR PRADESH,DEORIA,16,ARVIND KUMAR,Bhartiya  Sarvjan Party
S24,66,UTTAR PRADESH,DEORIA,17,RAKESH DIXIT,Independent
S24,66,UTTAR PRADESH,DEORIA,18,KADAM PRASAD MADHESHIYA,Independent
S24,66,UTTAR PRADESH,DEORIA,19,HEMANT KUMAR,Independent
S24,66,UTTAR PRADESH,DEORIA,20,DIGVIJAY,Shivsena
S24,66,UTTAR PRADESH,DEORIA,21,RAM PREET,Most Backward Classes Of India
S24,66,UTTAR PRADESH,DEORIA,22,MUKHTAR PASI,Bharatiya Jan Sabha
S24,66,UTTAR PRADESH,DEORIA,23,JAGDISH YADAV,Independent
S24,66,UTTAR PRADESH,DEORIA,24,RAJ NARAYAN,Lokpriya Samaj Party
S24,66,UTTAR PRADESH,DEORIA,25,DAROGA KUMAR GOND,Gondvana Gantantra Party
S24,66,UTTAR PRADESH,DEORIA,26,AWADH KISHOR NIGAM,Adarsh Rashtriya Vikas Party
S24,66,UTTAR PRADESH,DEORIA,27,INTZARUL,Bahujan Mukti Party
S24,66,UTTAR PRADESH,DEORIA,28,HARIKESH GUPTA,Independent
S24,66,UTTAR PRADESH,DEORIA,29,OMKAR NATH,Akhil Bharat Hindu Mahasabha
S24,67,UTTAR PRADESH,BANSGAON,1,KAMLESH PASWAN,Bharatiya Janata Party
S24,67,UTTAR PRADESH,BANSGAON,2,GORAKH PRASAD,Samajwadi Party
S24,67,UTTAR PRADESH,BANSGAON,3,SADAL PRASAD,Bahujan Samaj Party
S24,67,UTTAR PRADESH,BANSGAON,4,SANJAY KUMAR,Indian National Congress
S24,67,UTTAR PRADESH,BANSGAON,5,ARJUN PRASAD RAW,Bhartiya  Sarvjan Party
S24,67,UTTAR PRADESH,BANSGAON,6,CHANDRIKA,Rashtriya Janwadi Party (Krantikari)
S24,67,UTTAR PRADESH,BANSGAON,7,RAM NARESH,Indian Savarn Samaj Party
S24,67,UTTAR PRADESH,BANSGAON,8,RAMNIVAS  PASWAN,Aam Aadmi Party
S24,67,UTTAR PRADESH,BANSGAON,9,RAMPRIT,Bahujan Mukti Party
S24,67,UTTAR PRADESH,BANSGAON,10,LALCHAND PRASAD,Ambedkar Samaj Party
S24,67,UTTAR PRADESH,BANSGAON,11,KUNJAWATI,Independent
S24,67,UTTAR PRADESH,BANSGAON,12,SHEO SHANKAR,Independent
S24,67,UTTAR PRADESH,BANSGAON,13,KAMLESH PASWAN,Bharatiya Janata Party
S24,67,UTTAR PRADESH,BANSGAON,14,KAMLESH PASWAN,Bharatiya Janata Party
S24,67,UTTAR PRADESH,BANSGAON,15,GORAKH PRASAD,Samajwadi Party
S24,67,UTTAR PRADESH,BANSGAON,16,GORAKH PRASAD,Samajwadi Party
S24,67,UTTAR PRADESH,BANSGAON,17,DAYANAND,Independent
S24,67,UTTAR PRADESH,BANSGAON,18,RAMNIVAS PASWAN,Aam Aadmi Party
S24,67,UTTAR PRADESH,BANSGAON,19,PHAYANATH,Independent
S24,67,UTTAR PRADESH,BANSGAON,20,KODAE SONKER,Suheldev Bhartiya Samaj Party
S24,67,UTTAR PRADESH,BANSGAON,21,KODAE SONKER,Suheldev Bhartiya Samaj Party
S24,67,UTTAR PRADESH,BANSGAON,22,DEVMANI NISHAD,Independent
S24,67,UTTAR PRADESH,BANSGAON,23,RAM NARESH,Indian Savarn Samaj Party
S24,67,UTTAR PRADESH,BANSGAON,24,SANJAY KUMAR,Indian National Congress
S24,67,UTTAR PRADESH,BANSGAON,25,SANJAY KUMAR,Indian National Congress
S24,67,UTTAR PRADESH,BANSGAON,26,KAMLESH PASWAN,Bharatiya Janata Party
S24,67,UTTAR PRADESH,BANSGAON,27,CHANDRIKA,Rashtriya Janwadi Party (Krantikari)
S24,67,UTTAR PRADESH,BANSGAON,28,SADAL PRASAD,Bahujan Samaj Party
S24,67,UTTAR PRADESH,BANSGAON,29,SADAL PRASAD,Bahujan Samaj Party
S24,67,UTTAR PRADESH,BANSGAON,30,SADAL PRASAD,Bahujan Samaj Party
S24,67,UTTAR PRADESH,BANSGAON,31,CHANDARBHAN,Jwala Dal
S24,68,UTTAR PRADESH,LALGANJ,1,NEELAM,Bharatiya Janata Party
S24,68,UTTAR PRADESH,LALGANJ,2,SHRIPATI,Qaumi Ekta Dal
S24,68,UTTAR PRADESH,LALGANJ,3,JANGBAHADUR,Independent
S24,68,UTTAR PRADESH,LALGANJ,4,DR. BALIRAM,Bahujan Samaj Party
S24,68,UTTAR PRADESH,LALGANJ,5,BECHAI,Samajwadi Party
S24,68,UTTAR PRADESH,LALGANJ,6,JIYA LAL,Aam Aadmi Party
S24,68,UTTAR PRADESH,LALGANJ,7,LAL BAHADUR,Bahujan Mukti Party
S24,68,UTTAR PRADESH,LALGANJ,8,DINESH,Asankhya Samaj Party
S24,68,UTTAR PRADESH,LALGANJ,9,SUKHANAYAN,Jan Shakti Ekta Party
S24,68,UTTAR PRADESH,LALGANJ,10,BALIHARI,Indian National Congress
S24,68,UTTAR PRADESH,LALGANJ,11,HARI PRASAD,Communist Party of India
S24,68,UTTAR PRADESH,LALGANJ,12,AVADHESH,Independent
S24,68,UTTAR PRADESH,LALGANJ,13,ACHCHHELAL,Independent
S24,68,UTTAR PRADESH,LALGANJ,14,RAM AWADH RAM,Independent
S24,68,UTTAR PRADESH,LALGANJ,15,PRADEEP KUMAR,Rashtriya Ulama Council
S24,68,UTTAR PRADESH,LALGANJ,16,MANOJ,Independent
S24,69,UTTAR PRADESH,AZAMGARH,1,RAVINJAI,Independent
S24,69,UTTAR PRADESH,AZAMGARH,2,SHAH ALAM,Bahujan Samaj Party
S24,69,UTTAR PRADESH,AZAMGARH,3,RAM AVTAR YADAV,Independent
S24,69,UTTAR PRADESH,AZAMGARH,4,SHAMSHAD AHMAD,Independent
S24,69,UTTAR PRADESH,AZAMGARH,5,SUGREEV,Janvadi Party(Socialist)
S24,69,UTTAR PRADESH,AZAMGARH,6,SUPHAL,Republican Party of India
S24,69,UTTAR PRADESH,AZAMGARH,7,RAMAKANT,Bharatiya Janata Party
S24,69,UTTAR PRADESH,AZAMGARH,8,MULAYAM SINGH YADAV,Samajwadi Party
S24,69,UTTAR PRADESH,AZAMGARH,9,YADUNATH,Independent
S24,69,UTTAR PRADESH,AZAMGARH,10,RAJESH YADAV,Aam Aadmi Party
S24,69,UTTAR PRADESH,AZAMGARH,11,ARVIND,Indian National Congress
S24,69,UTTAR PRADESH,AZAMGARH,12,DAN BAHADUR,Independent
S24,69,UTTAR PRADESH,AZAMGARH,13,KIRAN,Bhartiya Shakti Chetna Party
S24,69,UTTAR PRADESH,AZAMGARH,14,SANJAY,Janvadi Party(Socialist)
S24,69,UTTAR PRADESH,AZAMGARH,15,SANTOSH KUMAR GAUTAM,Manavtawadi Samaj Party
S24,69,UTTAR PRADESH,AZAMGARH,16,RAM SINGH,Independent
S24,69,UTTAR PRADESH,AZAMGARH,17,PRAKASH CHANDRA,Sanatan Sanskriti Raksha Dal
S24,69,UTTAR PRADESH,AZAMGARH,18,DURG VIJAY YADAV,Bahujan Mukti Party
S24,69,UTTAR PRADESH,AZAMGARH,19,DEEPCHAND,Independent
S24,69,UTTAR PRADESH,AZAMGARH,20,MADAN,All India Trinamool Congress
S24,69,UTTAR PRADESH,AZAMGARH,21,SANJAY,Indian Savarn Samaj Party
S24,69,UTTAR PRADESH,AZAMGARH,22,MOHD. AMIR RASHADI,Rashtriya Ulama Council
S24,69,UTTAR PRADESH,AZAMGARH,23,PRAMOD,Independent
S24,69,UTTAR PRADESH,AZAMGARH,24,NURUL HUDA,Independent
S24,69,UTTAR PRADESH,AZAMGARH,25,RAJDHARI,Moolniwasi Samaj Party
S24,69,UTTAR PRADESH,AZAMGARH,26,TRIYUGI,Rashtriya Janwadi Party (Krantikari)
S24,69,UTTAR PRADESH,AZAMGARH,27,OM PRAKASH,Independent
S24,70,UTTAR PRADESH,GHOSI,1,RAVI SHANKAR BHARAT,Jan Raajya Party
S24,70,UTTAR PRADESH,GHOSI,2,DR SHAMEEM ABIDI,Peace Party
S24,70,UTTAR PRADESH,GHOSI,3,MAHESH,Independent
S24,70,UTTAR PRADESH,GHOSI,4,SURYA KUMAR,Independent
S24,70,UTTAR PRADESH,GHOSI,5,PAWAN KUMAR,Rashtriya Ulama Council
S24,70,UTTAR PRADESH,GHOSI,6,RAJEEV RAI,Samajwadi Party
S24,70,UTTAR PRADESH,GHOSI,7,DARA SINGH,Bahujan Samaj Party
S24,70,UTTAR PRADESH,GHOSI,8,RAMJI SINGH,Independent
S24,70,UTTAR PRADESH,GHOSI,9,MUKHTAR ANSARI,Qaumi Ekta Dal
S24,70,UTTAR PRADESH,GHOSI,10,MANISH KUMAR,Aam Aadmi Party
