ST_NAME,Column,Field,Value
Andhra Pradesh,AC_NAME,UNUKURU,VUNUKURU
Andhra Pradesh,AC_NAME,UPPAL,UPPAL
Andhra Pradesh,AC_NAME,URAVAKONDA,URAVAKONDA
Andhra Pradesh,AC_NAME,UTTARAPALLI,UTTARAPALLI
Andhra Pradesh,AC_NAME,VADAMALPET,VADAMALPET
Andhra Pradesh,AC_NAME,VAYALPAD,VAYALPAD
Andhra Pradesh,AC_NAME,VEMSOOR,VEMSOOR
Andhra Pradesh,AC_NAME,VEMULAWADA,VEMULAWADA
Andhra Pradesh,AC_NAME,VEMUR,VEMURU
Andhra Pradesh,AC_NAME,VEMURU,VEMURU
Andhra Pradesh,AC_NAME,VENKATAGIRI,VENKATAGIRI
Andhra Pradesh,AC_NAME,VENSOOR,VEMSOOR
Andhra Pradesh,AC_NAME,VENUKONDA,VINUKONDA
Andhra Pradesh,AC_NAME,VEPANJERI,VEPANJERI
Andhra Pradesh,AC_NAME,VICARABAD,VICARABAD
Andhra Pradesh,AC_NAME,VIJAYAVADA NORTH,VIJAYAWADA NORTH
Andhra Pradesh,AC_NAME,VIJAYAWADA CENTRAL,VIJAYAWADA CENTRAL
Andhra Pradesh,AC_NAME,VIJAYAWADA EAST,VIJAYAWADA EAST
Andhra Pradesh,AC_NAME,VIJAYAWADA NORTH,VIJAYAWADA NORTH
Andhra Pradesh,AC_NAME,VIJAYAWADA SOUTH,VIJAYAWADA SOUTH
Andhra Pradesh,AC_NAME,VIJAYAWADA WEST,VIJAYAWADA WEST
Andhra Pradesh,AC_NAME,VIJAYWADA WEST,VIJAYAWADA WEST
Andhra Pradesh,AC_NAME,VIJYAVADA SOUTH,VIJAYAWADA SOUTH
Andhra Pradesh,AC_NAME,VINUKONDA,VINUKONDA
Andhra Pradesh,AC_NAME,VISAKHAPATNAM,VISAKHAPATNAM
Andhra Pradesh,AC_NAME,VISAKHAPATNAM EAST,VISAKHAPATNAM EAST
Andhra Pradesh,AC_NAME,VISAKHAPATNAM I,VISAKHAPATNAM I
Andhra Pradesh,AC_NAME,VISAKHAPATNAM I I,VISAKHAPATNAM II
Andhra Pradesh,AC_NAME,VISAKHAPATNAM II,VISAKHAPATNAM II
Andhra Pradesh,AC_NAME,VISAKHAPATNAM NORTH,VISAKHAPATNAM NORTH
Andhra Pradesh,AC_NAME,VISAKHAPATNAM SOUTH,VISAKHAPATNAM SOUTH
Andhra Pradesh,AC_NAME,VISAKHAPATNAM WEST,VISAKHAPATNAM WEST
Andhra Pradesh,AC_NAME,VISAKHAPATNAM-I,VISAKHAPATNAM I
Andhra Pradesh,AC_NAME,VISAKHAPATNAM-II,VISAKHAPATNAM II
Andhra Pradesh,AC_NAME,VIZIANAGARAM,VIZIANAGARAM
Andhra Pradesh,AC_NAME,VTZIANAGARAM,VIZIANAGARAM
Andhra Pradesh,AC_NAME,VUNUKURU,VUNUKURU
Andhra Pradesh,AC_NAME,VUYYUR,VUYYUR
Andhra Pradesh,AC_NAME,WANAKARTHI,WANAPARTHY
Andhra Pradesh,AC_NAME,WANAPARTHI,WANAPARTHY
Andhra Pradesh,AC_NAME,WANAPARTHY,WANAPARTHY
Andhra Pradesh,AC_NAME,WANPARTHI,WANAPARTHY
Andhra Pradesh,AC_NAME,WARANGAL,WARANGAL
Andhra Pradesh,AC_NAME,WARANGAL EAST,WARANGAL EAST
Andhra Pradesh,AC_NAME,WARANGAL WEST,WARANGAL WEST
Andhra Pradesh,AC_NAME,WARDHANAPET,WARDHANNAPET
Andhra Pradesh,AC_NAME,WARDHANNAPET,WARDHANNAPET
Andhra Pradesh,AC_NAME,WARDHASNNAPET,WARDHANNAPET
Andhra Pradesh,AC_NAME,WYRA,WYRA
Andhra Pradesh,AC_NAME,YAKUTPURA,YAKUTPURA
Andhra Pradesh,AC_NAME,YATKUTPURA,YAKUTPURA
Andhra Pradesh,AC_NAME,YELLAMANCHILI,YELLAMANCHILI
Andhra Pradesh,AC_NAME,YELLANDA,YELLANDA
Andhra Pradesh,AC_NAME,YELLANDU,YELLANDA
Andhra Pradesh,AC_NAME,YELLAREDDI,YELLAREDDY
Andhra Pradesh,AC_NAME,YELLAREDDY,YELLAREDDY
Andhra Pradesh,AC_NAME,YELLAVARAM,YELLAVARAM
Andhra Pradesh,AC_NAME,YEMMIGANUR,YEMMIGANUR
Andhra Pradesh,AC_NAME,YERPEDU,YERPEDU
Andhra Pradesh,AC_NAME,YERRAGCNDIPALEM,YERRAGONDAPALEM
Andhra Pradesh,AC_NAME,YERRAGONDAPALEM,YERRAGONDAPALEM
Andhra Pradesh,AC_NAME,YERRAGONDIPALEM,YERRAGONDAPALEM
Andhra Pradesh,AC_NAME,ZAHEERABAD,ZAHIRABAD
Andhra Pradesh,AC_NAME,ZAHIRABAD,ZAHIRABAD
